"","Local Authorities","1","2","3","4","5","6","7","8"
"198","Medway",0.013317191283293,0.0121065375302663,0.0181598062953995,0.171912832929782,0.254237288135593,0.221549636803874,0.0641646489104116,0.24455205811138
"199","Melton",0.36144578313253,0,0,0,0.102409638554217,0.283132530120482,0.0421686746987952,0.210843373493976
"200","Mendip",0.395027624309392,0.00276243093922652,0,0,0.187845303867403,0.140883977900552,0.074585635359116,0.198895027624309
"201","Merthyr Tydfil",0.0264550264550265,0,0,0.0105820105820106,0.0846560846560847,0.137566137566138,0.0687830687830688,0.671957671957672
"202","Merton",0,0.205287713841369,0.160186625194401,0.497667185069984,0.127527216174184,0.00777604976671851,0,0.0015552099533437
"203","Mid and East Antrim",0.257452574525745,0,0,0,0.102981029810298,0.241192411924119,0.0867208672086721,0.311653116531165
"204","Mid Devon",0.543307086614173,0,0,0.00393700787401575,0.118110236220472,0.078740157480315,0.0590551181102362,0.196850393700787
"205","Mid Suffolk",0.577557755775578,0,0,0.0033003300330033,0.132013201320132,0.141914191419142,0.0132013201320132,0.132013201320132
"206","Mid Sussex",0.0810185185185185,0.0277777777777778,0,0.00462962962962963,0.409722222222222,0.331018518518519,0.0416666666666667,0.104166666666667
"207","Mid Ulster",0.63265306122449,0,0,0.0374149659863946,0.0578231292517007,0.0408163265306122,0.0136054421768707,0.217687074829932
"208","Middlesbrough",0.00452488687782805,0.00678733031674208,0.00678733031674208,0.149321266968326,0.083710407239819,0.251131221719457,0.108597285067873,0.389140271493213
"209","Midlothian",0.0619718309859155,0,0,0,0.0985915492957746,0.230985915492958,0.240845070422535,0.367605633802817
"210","Milton Keynes",0.0342639593908629,0.0177664974619289,0.0253807106598985,0.41497461928934,0.253807106598985,0.15989847715736,0.0241116751269036,0.0697969543147208
"211","Mole Valley",0.111913357400722,0.0252707581227437,0,0.0144404332129964,0.371841155234657,0.335740072202166,0.0649819494584837,0.075812274368231
"212","Monmouthshire",0.342372881355932,0,0,0,0.105084745762712,0.247457627118644,0.0711864406779661,0.233898305084746
"213","Moray",0.337922403003755,0.00250312891113892,0,0,0.103879849812265,0.137672090112641,0.11514392991239,0.30287859824781
"214","Neath Port Talbot",0.0866807610993657,0,0,0.00211416490486258,0.0782241014799154,0.25369978858351,0.0887949260042283,0.490486257928118
"215","New Forest",0.268581081081081,0.00168918918918919,0,0.00168918918918919,0.253378378378378,0.282094594594595,0.0405405405405405,0.152027027027027
"216","Newark and Sherwood",0.294270833333333,0.00260416666666667,0.00260416666666667,0.00520833333333333,0.114583333333333,0.223958333333333,0.0546875,0.302083333333333
"217","Newcastle upon Tyne",0.0021978021978022,0.162637362637363,0.0604395604395604,0.0989010989010989,0.146153846153846,0.151648351648352,0.172527472527473,0.205494505494505
"218","Newcastle-under-Lyme",0.106024096385542,0.0240963855421687,0.00240963855421687,0.0120481927710843,0.106024096385542,0.32289156626506,0.0843373493975904,0.342168674698795
"219","Newham",0,0.0395061728395062,0.445679012345679,0.514814814814815,0,0,0,0
"220","Newport",0.0378947368421053,0.00631578947368421,0.0105263157894737,0.151578947368421,0.16,0.235789473684211,0.134736842105263,0.263157894736842
"221","Newry, Mourne and Down",0.472727272727273,0,0,0,0.0935064935064935,0.111688311688312,0.0441558441558442,0.277922077922078
"222","North Ayrshire",0.0658978583196046,0.00247116968698517,0,0,0.0807248764415156,0.203459637561779,0.289126853377265,0.35831960461285
"223","North Devon",0.435643564356436,0,0,0,0.201320132013201,0.105610561056106,0.099009900990099,0.158415841584158
"224","North Dorset",0.600877192982456,0,0,0,0.18859649122807,0.043859649122807,0.0394736842105263,0.12719298245614
"225","North Down and Ards",0.163265306122449,0,0,0,0.140589569160998,0.399092970521542,0.0861678004535147,0.210884353741497
"226","North East Derbyshire",0.20414201183432,0,0,0,0.0621301775147929,0.366863905325444,0.0384615384615385,0.328402366863905
"227","North East Lincolnshire",0.0445269016697588,0,0,0.00556586270871985,0.0890538033395176,0.332096474953618,0.200371057513915,0.328385899814471
"228","North Hertfordshire",0.11244019138756,0.0215311004784689,0.00717703349282297,0.114832535885167,0.349282296650718,0.157894736842105,0.0717703349282297,0.165071770334928
"229","North Kesteven",0.480825958702065,0,0,0,0.0825958702064897,0.321533923303835,0.0294985250737463,0.0855457227138643
"230","North Lanarkshire",0.0138790035587189,0.00498220640569395,0.000355871886120996,0.000355871886120996,0.0786476868327402,0.195017793594306,0.383629893238434,0.323131672597865
"231","North Lincolnshire",0.271028037383178,0.00186915887850467,0,0.0448598130841121,0.0897196261682243,0.267289719626168,0.0841121495327103,0.241121495327103
"232","North Norfolk",0.636363636363636,0,0,0,0.112299465240642,0.0695187165775401,0.0320855614973262,0.149732620320856
"233","North Somerset",0.116312056737589,0.00851063829787234,0,0.00425531914893617,0.31063829787234,0.340425531914894,0.102127659574468,0.117730496453901
"234","North Tyneside",0.00143472022955524,0.00143472022955524,0,0,0.266857962697274,0.232424677187948,0.21377331420373,0.284074605451937
"235","North Warwickshire",0.238095238095238,0,0,0,0.0904761904761905,0.252380952380952,0.0571428571428571,0.361904761904762
"236","North West Leicestershire",0.238255033557047,0,0,0,0.120805369127517,0.342281879194631,0.0268456375838926,0.271812080536913
"237","Northampton",0.00146412884333821,0.0234260614934114,0.0556368960468521,0.341142020497804,0.184480234260615,0.294289897510981,0.0292825768667643,0.0702781844802343
"238","Northumberland",0.224169741697417,0,0,0,0.129151291512915,0.216789667896679,0.0950184501845018,0.334870848708487
"239","Norwich",0.00218340611353712,0.165938864628821,0.0218340611353712,0.0786026200873362,0.240174672489083,0.0567685589519651,0.270742358078603,0.163755458515284
"240","Nottingham",0,0.123493975903614,0.0692771084337349,0.433734939759036,0.0532128514056225,0.0833333333333333,0.0813253012048193,0.155622489959839
"241","Nuneaton and Bedworth",0.0172413793103448,0,0,0.0591133004926108,0.150246305418719,0.37192118226601,0.105911330049261,0.295566502463054
"242","Oadby and Wigston",0.00561797752808989,0.00561797752808989,0,0.0842696629213483,0.157303370786517,0.589887640449438,0.0449438202247191,0.112359550561798
"243","Oldham",0.0168539325842697,0,0.0168539325842697,0.205056179775281,0.11376404494382,0.234550561797753,0.127808988764045,0.285112359550562
"244","Orkney Islands",0.642105263157895,0.00526315789473684,0,0,0.0473684210526316,0.068421052631579,0.0631578947368421,0.173684210526316
"245","Oxford",0,0.293577981651376,0.0665137614678899,0.428899082568807,0.172018348623853,0.00688073394495413,0.0252293577981651,0.00688073394495413
"246","Pembrokeshire",0.50125313283208,0,0,0,0.0977443609022556,0.06265664160401,0.0802005012531328,0.258145363408521
"247","Pendle",0.108843537414966,0,0,0.19047619047619,0.180272108843537,0.173469387755102,0.0816326530612245,0.26530612244898
"248","Perth and Kinross",0.3125,0.0421875,0,0,0.11796875,0.1953125,0.1828125,0.14921875
"249","Peterborough",0.0463576158940397,0.0149006622516556,0.0115894039735099,0.384105960264901,0.201986754966887,0.19205298013245,0.0678807947019868,0.0811258278145695
"250","Plymouth",0.00588928150765607,0.118963486454653,0.016489988221437,0,0.210836277974087,0.201413427561837,0.157832744405183,0.288574793875147
"251","Poole",0.0166666666666667,0.0333333333333333,0,0.00833333333333333,0.40625,0.31875,0.0958333333333333,0.120833333333333
"252","Portsmouth",0,0.172307692307692,0.0646153846153846,0.0876923076923077,0.34,0.0492307692307692,0.135384615384615,0.150769230769231
"253","Powys",0.657534246575342,0,0,0,0.0730593607305936,0.0273972602739726,0.0525114155251142,0.189497716894977
"254","Preston",0.0564334085778781,0.0632054176072235,0.0225733634311512,0.243792325056433,0.119638826185102,0.257336343115124,0.117381489841986,0.119638826185102
"255","Purbeck",0.378205128205128,0,0,0,0.230769230769231,0.173076923076923,0.0512820512820513,0.166666666666667
"256","Reading",0,0.169354838709677,0.0786290322580645,0.425403225806452,0.175403225806452,0.108870967741935,0.0161290322580645,0.0262096774193548
"257","Redbridge",0,0.0335051546391753,0.0979381443298969,0.79639175257732,0.0554123711340206,0.0167525773195876,0,0
"258","Redcar and Cleveland",0.0387931034482759,0,0,0.00431034482758621,0.0754310344827586,0.366379310344828,0.105603448275862,0.40948275862069
"259","Redditch",0.0190114068441065,0.00380228136882129,0,0.091254752851711,0.155893536121673,0.330798479087452,0.178707224334601,0.220532319391635
"260","Reigate and Banstead",0.022883295194508,0.034324942791762,0.011441647597254,0.0755148741418764,0.487414187643021,0.249427917620137,0.045766590389016,0.0732265446224256
"261","Renfrewshire",0.0140935297885971,0.0358744394618834,0.00192184497117233,0,0.126201153106983,0.230621396540679,0.424727738629084,0.166559897501602
"262","Rhondda Cynon Taf",0.0310077519379845,0.00516795865633075,0,0.0103359173126615,0.0904392764857881,0.214470284237726,0.0891472868217054,0.559431524547804
"263","Ribble Valley",0.370558375634518,0,0,0,0.16243654822335,0.253807106598985,0.050761421319797,0.16243654822335
"264","Richmond upon Thames",0,0.232520325203252,0.0601626016260163,0.186991869918699,0.469918699186992,0.032520325203252,0.016260162601626,0.0016260162601626
"265","Richmondshire",0.582352941176471,0.00588235294117647,0,0.0352941176470588,0.152941176470588,0.0588235294117647,0.0235294117647059,0.141176470588235
"266","Rochdale",0.0162481536189069,0,0.0147710487444609,0.163958641063516,0.127031019202363,0.239290989660266,0.147710487444609,0.290989660265879
"267","Rochford",0.0528301886792453,0.00377358490566038,0,0,0.19622641509434,0.611320754716981,0.0641509433962264,0.0716981132075472
"268","Rossendale",0.0633484162895928,0,0,0.0407239819004525,0.190045248868778,0.235294117647059,0.085972850678733,0.384615384615385
"269","Rother",0.292063492063492,0.0222222222222222,0,0,0.219047619047619,0.247619047619048,0.0793650793650794,0.13968253968254
"270","Rotherham",0.0515222482435597,0.00117096018735363,0.00234192037470726,0.0644028103044497,0.0702576112412178,0.333723653395785,0.0878220140515222,0.388758782201405
"271","Rugby",0.153374233128834,0.00306748466257669,0.00306748466257669,0.171779141104294,0.214723926380368,0.266871165644172,0.0644171779141104,0.122699386503067
"272","Runnymede",0.0153256704980843,0.0344827586206897,0.00383141762452107,0.0766283524904215,0.521072796934866,0.21455938697318,0.053639846743295,0.0804597701149425
"273","Rushcliffe",0.181818181818182,0.0303030303030303,0,0.00826446280991736,0.231404958677686,0.421487603305785,0.0137741046831956,0.112947658402204
"274","Rushmoor",0,0.0166112956810631,0.0431893687707641,0.199335548172757,0.365448504983389,0.182724252491694,0.0863787375415282,0.106312292358804
"275","Rutland",0.568965517241379,0,0,0.00862068965517241,0.163793103448276,0.146551724137931,0.0172413793103448,0.0948275862068965
"276","Ryedale",0.731958762886598,0,0,0,0.0721649484536082,0.0360824742268041,0.0309278350515464,0.128865979381443
"277","Salford",0.00248756218905473,0.0808457711442786,0.0522388059701493,0.103233830845771,0.15547263681592,0.154228855721393,0.203980099502488,0.247512437810945
"278","Sandwell",0,0.00212314225053079,0.0159235668789809,0.474522292993631,0.0636942675159236,0.109341825902335,0.105095541401274,0.229299363057325
"279","Scarborough",0.261096605744125,0.0469973890339426,0,0,0.18798955613577,0.164490861618799,0.143603133159269,0.195822454308094
"280","Scottish Borders",0.393586005830904,0.00777453838678328,0,0,0.0826044703595724,0.0855199222546161,0.233236151603499,0.197278911564626
"281","Sedgemoor",0.337730870712401,0,0,0,0.155672823218997,0.182058047493404,0.0738786279683377,0.25065963060686
"282","Sefton",0.00964630225080386,0.00964630225080386,0.00428724544480171,0.00107181136120043,0.216505894962487,0.384780278670954,0.156484458735263,0.217577706323687
"283","Selby",0.388888888888889,0,0,0,0.1,0.262962962962963,0.0555555555555556,0.192592592592593
"284","Sevenoaks",0.123287671232877,0.00547945205479452,0,0,0.342465753424658,0.282191780821918,0.0794520547945206,0.167123287671233
"285","Sheffield",0.00990643918547056,0.0836543753439736,0.0324711062190424,0.142542652724271,0.178866263070996,0.209135938359934,0.115024766097964,0.228398458998349
"286","Shepway",0.146131805157593,0.0744985673352436,0,0.0200573065902579,0.26647564469914,0.217765042979943,0.114613180515759,0.160458452722063
"287","Shetland Islands",0.61,0,0,0,0.035,0.035,0.125,0.195
"288","Shropshire",0.471544715447154,0.0040650406504065,0,0.00203252032520325,0.127032520325203,0.141260162601626,0.0518292682926829,0.202235772357724
"289","Slough",0,0.00775193798449612,0.0465116279069767,0.92764857881137,0.00258397932816537,0.0129198966408269,0.00258397932816537,0
"290","Solihull",0.0299850074962519,0.0104947526236882,0.00149925037481259,0.0134932533733133,0.208395802098951,0.434782608695652,0.139430284857571,0.16191904047976
"291","South Ayrshire",0.116883116883117,0.016983016983017,0,0,0.10989010989011,0.26973026973027,0.233766233766234,0.252747252747253
"292","South Bucks",0.0199004975124378,0.00995024875621891,0,0.0447761194029851,0.502487562189055,0.293532338308458,0.0497512437810945,0.0796019900497512
"293","South Cambridgeshire",0.304439746300211,0.00634249471458774,0,0.0528541226215645,0.291754756871036,0.224101479915433,0.00634249471458774,0.114164904862579
"294","South Derbyshire",0.264406779661017,0,0,0.0101694915254237,0.138983050847458,0.31864406779661,0.0203389830508475,0.247457627118644
"295","South Gloucestershire",0.0911270983213429,0.013189448441247,0.00119904076738609,0.0287769784172662,0.302158273381295,0.315347721822542,0.0515587529976019,0.196642685851319
"296","South Hams",0.503496503496504,0,0,0,0.171328671328671,0.143356643356643,0.0454545454545455,0.136363636363636
"297","South Holland",0.67741935483871,0,0,0.014336917562724,0.111111111111111,0.03584229390681,0.028673835125448,0.132616487455197
"298","South Kesteven",0.30365296803653,0.00228310502283105,0,0.0045662100456621,0.159817351598174,0.315068493150685,0.0547945205479452,0.159817351598174
"299","South Lakeland",0.425474254742547,0.00813008130081301,0,0,0.203252032520325,0.130081300813008,0.0704607046070461,0.16260162601626
"300","South Lanarkshire",0.0606281957633309,0.00949598246895544,0,0.000365230094959825,0.0934989043097151,0.243608473338203,0.329437545653762,0.262965668371074
"301","South Norfolk",0.504761904761905,0,0,0,0.154761904761905,0.223809523809524,0.0285714285714286,0.0880952380952381
"302","South Northamptonshire",0.42756183745583,0,0,0,0.123674911660777,0.307420494699647,0.0141342756183746,0.127208480565371
"303","South Oxfordshire",0.211136890951276,0.00464037122969838,0,0.00696055684454756,0.366589327146172,0.259860788863109,0.0139211136890951,0.136890951276102
"304","South Ribble",0.0769230769230769,0,0,0,0.186813186813187,0.480769230769231,0.0604395604395604,0.195054945054945
"305","South Somerset",0.448275862068966,0,0,0.00544464609800363,0.172413793103448,0.105263157894737,0.0526315789473684,0.215970961887477
"306","South Staffordshire",0.164305949008499,0,0,0.0028328611898017,0.0708215297450425,0.473087818696884,0.0509915014164306,0.237960339943343
"307","South Tyneside",0.00749063670411985,0,0.00749063670411985,0.0168539325842697,0.131086142322097,0.144194756554307,0.237827715355805,0.455056179775281
"308","Southampton",0,0.177545691906005,0.0300261096605744,0.152741514360313,0.27154046997389,0.0652741514360313,0.18668407310705,0.116187989556136
"309","Southend-on-Sea",0,0.048695652173913,0.0295652173913043,0.104347826086957,0.410434782608696,0.220869565217391,0.100869565217391,0.0852173913043478
"310","Southwark",0,0.153415453527436,0.777155655095185,0.0459126539753639,0.0201567749160134,0.00111982082866741,0.00111982082866741,0.00111982082866741
"311","Spelthorne",0.00320512820512821,0.0224358974358974,0.0128205128205128,0.192307692307692,0.455128205128205,0.166666666666667,0.0512820512820513,0.0961538461538462
"312","St Albans",0.0163170163170163,0.0559440559440559,0.0163170163170163,0.158508158508158,0.407925407925408,0.277389277389277,0.0303030303030303,0.0372960372960373
"313","St Edmundsbury",0.338842975206612,0.00550964187327824,0,0.00826446280991736,0.212121212121212,0.148760330578512,0.0881542699724518,0.198347107438017
"314","St. Helens",0.0199667221297837,0.00166389351081531,0,0.00166389351081531,0.0732113144758735,0.354409317803661,0.0931780366056572,0.455906821963394
"315","Stafford",0.199530516431925,0.0234741784037559,0,0.0187793427230047,0.169014084507042,0.359154929577465,0.07981220657277,0.150234741784038
"316","Staffordshire Moorlands",0.289719626168224,0,0,0,0.0872274143302181,0.395638629283489,0.0249221183800623,0.202492211838006
"317","Stevenage",0,0.0110294117647059,0.0147058823529412,0.224264705882353,0.194852941176471,0.0588235294117647,0.176470588235294,0.319852941176471
"318","Stirling",0.165562913907285,0.0662251655629139,0,0.00264900662251656,0.150993377483444,0.242384105960265,0.16158940397351,0.210596026490066
"319","Stockport",0.00726141078838174,0.00311203319502075,0,0.029045643153527,0.276970954356846,0.379668049792531,0.120331950207469,0.183609958506224
"320","Stockton-on-Tees",0.0226537216828479,0.00809061488673139,0.00323624595469256,0.040453074433657,0.0825242718446602,0.427184466019417,0.101941747572816,0.313915857605178
"321","Stoke-on-Trent",0.00470035252643948,0.0129259694477086,0.00470035252643948,0.158636897767333,0.0681551116333725,0.238542890716804,0.115158636897767,0.397179788484136
"322","Stratford-on-Avon",0.430288461538462,0.00240384615384615,0,0.00240384615384615,0.213942307692308,0.175480769230769,0.0336538461538462,0.141826923076923
"323","Stroud",0.294765840220386,0.00275482093663912,0,0,0.239669421487603,0.220385674931129,0.0385674931129477,0.203856749311295
"324","Suffolk Coastal",0.356009070294785,0,0,0.00226757369614512,0.201814058956916,0.267573696145125,0.0340136054421769,0.138321995464853
"325","Sunderland",0.00421940928270042,0.020042194092827,0.00316455696202532,0.029535864978903,0.0843881856540084,0.203586497890295,0.128691983122363,0.526371308016878
"326","Surrey Heath",0.018796992481203,0.0150375939849624,0,0.075187969924812,0.338345864661654,0.462406015037594,0.0451127819548872,0.0451127819548872
"327","Sutton",0.00162337662337662,0.0762987012987013,0.107142857142857,0.362012987012987,0.271103896103896,0.133116883116883,0.0357142857142857,0.012987012987013
"328","Swale",0.146171693735499,0,0,0.00928074245939675,0.22969837587007,0.206496519721578,0.0997679814385151,0.308584686774942
"329","Swansea",0.0580808080808081,0.0782828282828283,0.0101010101010101,0.0164141414141414,0.152777777777778,0.299242424242424,0.10479797979798,0.28030303030303
"330","Swindon",0.032258064516129,0.0252454417952314,0.00420757363253857,0.102384291725105,0.339410939691445,0.237026647966339,0.119214586255259,0.140252454417952
"331","Tameside",0.00815217391304348,0.00135869565217391,0.00135869565217391,0.0747282608695652,0.1875,0.232336956521739,0.165760869565217,0.328804347826087
"332","Tamworth",0.0160642570281124,0,0,0,0.152610441767068,0.369477911646586,0.132530120481928,0.329317269076305
"333","Tandridge",0.0674157303370786,0.0149812734082397,0,0.0112359550561798,0.49812734082397,0.292134831460674,0.0374531835205993,0.0786516853932584
"334","Taunton Deane",0.249336870026525,0.0291777188328912,0,0.00530503978779841,0.249336870026525,0.172413793103448,0.0875331564986737,0.206896551724138
"335","Teignbridge",0.310262529832936,0,0,0,0.241050119331742,0.205250596658711,0.0715990453460621,0.171837708830549
"336","Telford and Wrekin",0.100189035916824,0,0.00378071833648393,0.0793950850661626,0.137996219281664,0.277882797731569,0.0661625708884688,0.334593572778828
"337","Tendring",0.169354838709677,0,0,0.00201612903225806,0.221774193548387,0.346774193548387,0.108870967741935,0.151209677419355
"338","Test Valley",0.245945945945946,0.0027027027027027,0,0.0027027027027027,0.267567567567568,0.275675675675676,0.0432432432432432,0.162162162162162
"339","Tewkesbury",0.242857142857143,0,0,0.00357142857142857,0.25,0.271428571428571,0.0678571428571429,0.164285714285714
"340","Thanet",0.0484581497797357,0.0242290748898678,0.0110132158590308,0.026431718061674,0.332599118942731,0.231277533039648,0.140969162995595,0.185022026431718
"341","The Vale of Glamorgan",0.121359223300971,0.00728155339805825,0,0.00728155339805825,0.242718446601942,0.281553398058252,0.0849514563106796,0.254854368932039
"342","Three Rivers",0.0144404332129964,0.0144404332129964,0.0072202166064982,0.0830324909747292,0.350180505415162,0.342960288808664,0.0722021660649819,0.115523465703971
"343","Thurrock",0.0160320641282565,0.0140280561122244,0.0380761523046092,0.216432865731463,0.130260521042084,0.162324649298597,0.11623246492986,0.306613226452906
"344","Tonbridge and Malling",0.0857908847184987,0.00804289544235925,0,0.00536193029490617,0.335120643431635,0.28686327077748,0.0563002680965147,0.222520107238606
"345","Torbay",0.0702127659574468,0.0127659574468085,0,0,0.404255319148936,0.2,0.14468085106383,0.168085106382979
"346","Torfaen",0.0524590163934426,0,0,0,0.0622950819672131,0.160655737704918,0.0918032786885246,0.632786885245902
"347","Torridge",0.572769953051643,0,0,0,0.112676056338028,0.0610328638497653,0.0563380281690141,0.197183098591549
"348","Tower Hamlets",0,0.262032085561497,0.728609625668449,0.00935828877005348,0,0,0,0
"349","Trafford",0.00410396716826265,0.012311901504788,0.0191518467852257,0.149110807113543,0.314637482900137,0.298221614227086,0.0902872777017784,0.112175102599179
"350","Tunbridge Wells",0.152542372881356,0.0677966101694915,0,0.0112994350282486,0.387005649717514,0.138418079096045,0.0988700564971751,0.144067796610169
"351","Uttlesford",0.346613545816733,0.00796812749003984,0,0.00398406374501992,0.306772908366534,0.175298804780877,0.0398406374501992,0.119521912350598
"352","Vale of White Horse",0.213197969543147,0.0177664974619289,0,0.0101522842639594,0.33756345177665,0.266497461928934,0.0355329949238579,0.119289340101523
"353","Wakefield",0.0453283996299722,0.00462534690101758,0.00277520814061055,0.0499537465309898,0.107308048103608,0.261794634597595,0.119333950046253,0.408880666049954
"354","Walsall",0.00482509047044632,0.00482509047044632,0.0120627261761158,0.240048250904704,0.0687575392038601,0.248492159227986,0.0892641737032569,0.331724969843185
"355","Waltham Forest",0,0.00546448087431694,0.329234972677596,0.591530054644809,0.0601092896174863,0.00546448087431694,0.00546448087431694,0.00273224043715847
"356","Wandsworth",0,0.420570264765784,0.371690427698574,0.138492871690428,0.0682281059063136,0,0,0.0010183299389002
"357","Warrington",0.0348484848484849,0.0136363636363636,0.00151515151515152,0.0181818181818182,0.151515151515152,0.422727272727273,0.109090909090909,0.248484848484848
"358","Warwick",0.0717391304347826,0.0847826086956522,0.00217391304347826,0.0673913043478261,0.36304347826087,0.25,0.058695652173913,0.102173913043478
"359","Watford",0,0.0735294117647059,0.0477941176470588,0.540441176470588,0.198529411764706,0.0772058823529412,0.0330882352941176,0.0294117647058824
"360","Waveney",0.239709443099274,0,0.00242130750605327,0,0.108958837772397,0.256658595641647,0.0944309927360775,0.297820823244552
"361","Waverley",0.0671834625322997,0.0129198966408269,0,0,0.452196382428941,0.330749354005168,0.0490956072351421,0.0878552971576227
"362","Wealden",0.296218487394958,0,0,0,0.254201680672269,0.329831932773109,0.0378151260504202,0.0819327731092437
"363","Wellingborough",0.112449799196787,0,0.00401606425702811,0.21285140562249,0.156626506024096,0.269076305220884,0.0682730923694779,0.176706827309237
"364","Welwyn Hatfield",0.0113960113960114,0.0227920227920228,0.0455840455840456,0.290598290598291,0.193732193732194,0.185185185185185,0.0854700854700855,0.165242165242165
"365","West Berkshire",0.163900414937759,0.0145228215767635,0,0.0103734439834025,0.377593360995851,0.25103734439834,0.033195020746888,0.149377593360996
"366","West Devon",0.548571428571429,0,0,0,0.142857142857143,0.0857142857142857,0.0285714285714286,0.194285714285714
"367","West Dorset",0.558739255014327,0.00286532951289398,0,0,0.174785100286533,0.0515759312320917,0.0716332378223496,0.140401146131805
"368","West Dunbartonshire",0.0164705882352941,0.00823529411764706,0,0,0.101176470588235,0.136470588235294,0.576470588235294,0.161176470588235
"369","West Lancashire",0.276056338028169,0.00563380281690141,0,0,0.0816901408450704,0.290140845070423,0.11830985915493,0.228169014084507
"370","West Lindsey",0.545454545454545,0,0,0,0.0673400673400673,0.208754208754209,0.0269360269360269,0.151515151515152
"371","West Lothian",0.0437235543018336,0.00987306064880113,0,0.00282087447108604,0.120592383638928,0.239069111424542,0.2475317348378,0.33638928067701
"372","West Oxfordshire",0.30945558739255,0.00286532951289398,0,0.00286532951289398,0.361031518624642,0.154727793696275,0.0143266475644699,0.154727793696275
"373","West Somerset",0.519083969465649,0,0,0,0.152671755725191,0.0610687022900763,0.0534351145038168,0.213740458015267
"374","Westminster",0,0.51213282247765,0.472541507024266,0.0102171136653895,0.00510855683269476,0,0,0
"375","Weymouth and Portland",0.0444444444444444,0.0177777777777778,0,0.00444444444444444,0.324444444444444,0.204444444444444,0.168888888888889,0.235555555555556
"376","Wigan",0.0201923076923077,0.00192307692307692,0,0.00961538461538462,0.118269230769231,0.368269230769231,0.115384615384615,0.366346153846154
"377","Wiltshire",0.294613887086308,0.00648929266709929,0.000648929266709929,0.0103828682673589,0.260220635950681,0.192731992212849,0.0584036340038936,0.176508760545101
"378","Winchester",0.255494505494505,0.0412087912087912,0,0,0.348901098901099,0.18956043956044,0.0604395604395604,0.104395604395604
"379","Windsor and Maidenhead",0.0422222222222222,0.0488888888888889,0.00222222222222222,0.144444444444444,0.471111111111111,0.197777777777778,0.0444444444444444,0.0488888888888889
"380","Wirral",0.00466853408029879,0.00280112044817927,0,0.00186741363211951,0.226890756302521,0.362278244631186,0.15219421101774,0.249299719887955
"381","Woking",0.00323624595469256,0.0614886731391586,0.0194174757281553,0.155339805825243,0.407766990291262,0.271844660194175,0.029126213592233,0.0517799352750809
"382","Wokingham",0.0436590436590437,0.00415800415800416,0,0.0706860706860707,0.378378378378378,0.455301455301455,0.0145530145530146,0.0332640332640333
"383","Wolverhampton",0,0.00636942675159236,0.0445859872611465,0.374522292993631,0.0815286624203822,0.206369426751592,0.114649681528662,0.171974522292994
"384","Worcester",0.0122699386503067,0.0398773006134969,0.00306748466257669,0.0521472392638037,0.337423312883436,0.269938650306748,0.116564417177914,0.168711656441718
"385","Worthing",0.0028328611898017,0.084985835694051,0.0084985835694051,0.0198300283286119,0.41643059490085,0.246458923512748,0.101983002832861,0.118980169971671
"386","Wrexham",0.168539325842697,0.00449438202247191,0,0.0449438202247191,0.0808988764044944,0.253932584269663,0.107865168539326,0.339325842696629
"387","Wychavon",0.469849246231156,0.0050251256281407,0,0.0050251256281407,0.0954773869346734,0.165829145728643,0.0628140703517588,0.195979899497487
"388","Wycombe",0.0662878787878788,0.0246212121212121,0.00757575757575758,0.276515151515151,0.240530303030303,0.295454545454545,0.0303030303030303,0.0587121212121212
"389","Wyre Forest",0.117824773413897,0,0,0.00604229607250755,0.190332326283988,0.353474320241692,0.0785498489425982,0.253776435045317
"390","Wyre",0.190348525469169,0,0,0,0.152815013404826,0.410187667560322,0.0857908847184987,0.160857908847185
"391","York",0.0549450549450549,0.149136577708006,0.00313971742543171,0.021978021978022,0.229199372056515,0.318681318681319,0.0910518053375196,0.131868131868132
